# 
# 
# 
Name RA dec g SNR sigma_LB lgM dchi2 lgtau z_ph z_ph_plus z_ph_minus z_sp "z_sp source" W1-W2 lgF Field z_simb r_z_simb z_ozdes z_desi z_best ID comment
J022735.75-041123.98 36.899 -4.19 22.8 14.3 12.8 "$9.6 \pm 0.2$" 1.3 "$1.9 \pm 0.4$" 1.3 0.10 0.10 nan None 0.9 nan SN-X3 1.119992 2016MNRAS.457..110M -1.0 -1.0 1.119992 540 ""
J022809.09-041234.99 37.0379 -4.2097 19.8 22.3 18.0 "$9.0 \pm 0.2$" 1.1 "$3.3 \pm 0.5$" 0.9 0.30 0.25 0.8779 SDSS 1.2 nan SN-X3 0.877965 2016MNRAS.457..110M -1.0 -1.0 0.877965 541 ""
J022738.99-040940.89 36.9125 -4.1614 22.5 21.6 17.6 "$7.7 \pm 0.6$" 0.0 "$2.4 \pm 0.7$" 1.1 0.05 0.15 1.3756 PanS 1.1 nan SN-X3 1.380044 2016MNRAS.457..110M -1.0 -1.0 1.380044 542 ""
J022445.77-040945.66 36.1907 -4.1627 23.7 11.6 10.9 "$7.8 \pm 0.6$" 0.2 "$2.3 \pm 0.5$" 0.25 0.02 0.02 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.25 543 ""
J022536.49-040949.18 36.4021 -4.1637 22.3 3.7 12.3 "$8.2 \pm 0.4$" 0.4 "$2.8 \pm 0.9$" 1.4 0.05 0.10 nan None 18.1 nan SN-X3 -1.0 "" -1.0 -1.0 1.4 544 ""
J022517.69-041000.60 36.3237 -4.1668 23.3 8.9 12.1 "$7.9 \pm 0.4$" 0.0 "$2.3 \pm 0.5$" 0.41 0.01 0.02 nan None 17.6 nan SN-X3 2.5237 2013A&A...559A..14L -1.0 -1.0 2.5237 545 ""
J022711.39-040719.59 36.7975 -4.1221 23.4 6.8 9.4 "$7.4 \pm 0.1$" 1.6 "$1.8 \pm 0.3$" 0.25 0.01 0.03 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.25 546 ""
J022813.55-040731.01 37.0565 -4.1253 23.5 12.1 13.7 "$8.2 \pm 0.4$" 0.3 "$3.0 \pm 0.7$" 0.69 0.03 0.01 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 0.69 547 ""
J022758.47-040851.01 36.9936 -4.1475 22.0 16.5 15.4 "$8.2 \pm 0.3$" 1.0 "$2.5 \pm 0.6$" 0.11 0.02 0.05 1.9684 SDSS 1.0 nan SN-X3 1.96839 2020ApJS..249....3A -1.0 -1.0 1.96839 548 ""
J022742.58-040756.45 36.9274 -4.1323 23.3 14.3 14.2 "$10.1 \pm 0.4$" 0.4 "$2.1 \pm 0.6$" 1.02 0.01 0.03 nan None 0.5 nan SN-X3 -1.0 "" -1.0 -1.0 1.02 549 ""
J022447.50-041051.24 36.1979 -4.1809 21.9 22.9 18.3 "$7.2 \pm 0.4$" -0.0 "$2.9 \pm 0.6$" 1.3 0.10 0.10 2.8555 SDSS 0.7 nan SN-X3 2.85551 2020ApJS..249....3A -1.0 -1.0 2.85551 550 ""
J022531.96-040659.98 36.3832 -4.1167 22.4 18.6 14.8 "$7.9 \pm 0.2$" 1.3 "$2.3 \pm 0.5$" 0.17 0.03 0.03 1.7509 SDSS 1.3 nan SN-X3 1.75086 2020ApJS..249....3A -1.0 -1.0 1.75086 551 ""
J022531.62-040712.27 36.3818 -4.1201 23.8 9.4 8.7 "$8.1 \pm 0.5$" 0.2 "$2.4 \pm 0.6$" 0.38 0.03 0.01 nan None 18.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.38 552 ""
J022501.70-040754.37 36.2571 -4.1318 19.6 23.0 18.3 "$10.3 \pm 0.2$" 2.4 "$2.8 \pm 0.7$" 1.15 0.50 0.20 1.1571 PanS 1.2 nan SN-X3 1.156008 2016MNRAS.457..110M 1.1567800045013428 -1.0 1.1567800045013428 553 ""
J022334.51-041102.83 35.8938 -4.1841 22.0 19.9 16.0 "$9.8 \pm 0.1$" 1.4 "$2.0 \pm 0.4$" 0.95 0.20 0.10 0.9105 SDSS 0.9 nan SN-X3 0.911034 2016MNRAS.457..110M -1.0 -1.0 0.911034 554 ""
J022356.69-041106.27 35.9862 -4.1851 21.7 22.8 17.7 "$7.5 \pm 0.3$" 0.3 "$2.7 \pm 0.8$" 1.05 0.10 0.50 1.1983 PanS 0.5 -14.34 SN-X3 1.199354 2016MNRAS.457..110M -1.0 -1.0 1.199354 555 ""
J022820.33-040735.56 37.0847 -4.1265 23.9 7.8 9.5 "$7.6 \pm 0.1$" 1.5 "$2.6 \pm 0.8$" 0.25 0.01 0.02 nan None 17.9 nan SN-X3 -1.0 "" -1.0 -1.0 0.25 556 ""
J022724.52-041440.39 36.8522 -4.2446 22.8 19.3 16.0 "$8.4 \pm 0.5$" 0.2 "$3.4 \pm 0.6$" 0.45 0.02 0.03 2.046 VVDS 17.6 nan SN-X3 -1.0 "" -1.0 -1.0 2.046 557 ""
J022345.67-040732.50 35.9403 -4.1257 23.0 8.8 10.6 "$8.3 \pm 0.5$" 0.0 "$2.6 \pm 0.8$" 0.91 0.04 0.03 0.8035 SDSS 0.3 nan SN-X3 0.803477 2016MNRAS.457..110M 0.8047500252723694 -1.0 0.8047500252723694 558 ""
J022418.94-041318.51 36.0789 -4.2218 23.2 18.3 15.8 "$11.0 \pm 0.2$" 2.2 "$2.5 \pm 0.8$" 1.1 0.01 0.02 nan None 0.4 -14.55 SN-X3 1.0569 2018A&A...609A..84S -1.0 -1.0 1.0569 559 ""
J022423.42-040840.48 36.0976 -4.1446 22.7 17.6 17.0 "$8.2 \pm 0.6$" 0.3 "$2.8 \pm 0.8$" 1.25 0.15 0.10 nan None 0.7 -14.37 SN-X3 -1.0 "" -1.0 -1.0 1.25 560 ""
J022730.88-041256.75 36.8787 -4.2158 23.2 12.4 12.9 "$6.6 \pm 0.6$" -0.0 "$3.1 \pm 0.7$" 0.29 0.01 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.29 561 ""
J022753.84-041358.35 36.9743 -4.2329 22.2 22.0 17.6 "$8.7 \pm 0.7$" 0.4 "$2.9 \pm 0.8$" 0.55 0.10 0.10 0.9672 SDSS 0.6 nan SN-X3 0.967202 2020ApJS..250....8L -1.0 -1.0 0.967202 562 ""
J022637.26-041648.83 36.6553 -4.2802 23.7 11.9 10.0 "$8.1 \pm 0.6$" 0.3 "$2.9 \pm 0.7$" 1.04 0.03 0.02 nan None 0.5 nan SN-X3 -1.0 "" -1.0 -1.0 1.04 563 ""
J022309.01-041732.36 35.7876 -4.2923 22.3 21.9 17.0 "$10.4 \pm 0.5$" 0.1 "$2.5 \pm 0.8$" 1.35 0.05 0.10 1.4961 SDSS 0.7 nan SN-X3 1.49583 2016MNRAS.457..110M -1.0 -1.0 1.49583 564 ""
J022541.14-042255.69 36.4214 -4.3821 23.6 15.9 13.3 "$8.7 \pm 0.5$" 0.1 "$2.4 \pm 0.8$" 1.05 0.03 0.09 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 1.05 565 ""
J022539.37-042228.14 36.414 -4.3745 21.4 22.4 17.7 "$8.3 \pm 0.2$" 0.8 "$2.5 \pm 0.8$" 0.95 0.15 0.45 nan None 0.3 nan SN-X3 0.9195 2020ApJS..249....3A -1.0 -1.0 0.9195 566 ""
J022537.17-042132.97 36.4049 -4.3592 19.3 23.3 18.1 "$8.0 \pm 0.4$" 0.7 "$2.8 \pm 0.8$" 0.9 0.30 0.25 0.9218 SDSS 1.2 nan SN-X3 0.92149 2016MNRAS.457..110M 0.9218500256538391 -1.0 0.9218500256538391 567 ""
J022631.23-042129.13 36.6301 -4.3581 23.3 17.2 15.2 "$6.2 \pm 0.6$" -0.0 "$2.8 \pm 0.7$" 0.18 0.01 0.02 nan None 18.3 nan SN-X3 -1.0 "" -1.0 0.2764 1.993 568 "Bad quality SIMBAD, so script automatically ignore the redshift. Instead, I manually add the redshift."
J022456.09-041946.48 36.2337 -4.3296 22.8 20.5 16.6 "$8.9 \pm 0.5$" 0.2 "$2.2 \pm 0.6$" 1.05 0.15 0.15 nan None 0.5 nan SN-X3 -1.0 "" 1.123460054397583 -1.0 1.123460054397583 569 ""
J022634.28-042145.52 36.6428 -4.3626 22.5 11.6 14.6 "$10.7 \pm 0.2$" 1.3 "$2.9 \pm 0.8$" 0.25 0.03 0.02 nan None 18.6 nan SN-X3 2.55519 2020ApJS..249....3A -1.0 -1.0 2.55519 570 ""
J022637.64-041700.95 36.6568 -4.2836 22.8 13.7 15.0 "$7.0 \pm 0.4$" 0.4 "$3.2 \pm 0.6$" 0.4 0.20 0.10 nan None 1.1 nan SN-X3 -1.0 "" -1.0 -1.0 0.4 571 ""
J022640.02-041809.40 36.6667 -4.3026 20.8 22.0 17.2 "$8.5 \pm 0.1$" 3.3 "$1.8 \pm 0.2$" 0.75 0.30 0.40 0.8398 SDSS 0.9 nan SN-X3 0.83958 2016MNRAS.457..110M 0.8390600085258484 -1.0 0.8390600085258484 572 ""
J022734.22-042228.78 36.8926 -4.3747 21.0 21.7 17.6 "$8.2 \pm 0.5$" 0.1 "$1.9 \pm 0.3$" 1.1 0.25 0.45 1.1396 2dF 0.8 nan SN-X3 1.137899 2016MNRAS.457..110M 1.1395699977874756 -1.0 1.1395699977874756 573 ""
J022221.40-042813.33 35.5892 -4.4704 23.5 11.8 12.8 "$5.4 \pm 0.4$" 0.2 "$2.5 \pm 0.7$" 0.07 0.01 0.01 nan None 0.7 nan SN-X3 -1.0 "" -1.0 -1.0 0.07 574 ""
J022152.02-042750.38 35.4668 -4.464 23.2 10.2 10.3 "$8.7 \pm 0.3$" 0.5 "$1.7 \pm 0.3$" 1.02 0.01 0.04 nan None 17.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.7717 575 "Bad quality SIMBAD, so script automatically ignore the redshift. Instead, I manually add the redshift. Also, potentially a galaxy according to SIMBAD?"
J022128.51-042831.39 35.3688 -4.4754 23.5 14.3 13.3 "$8.5 \pm 0.4$" 0.4 "$3.1 \pm 0.6$" 0.45 0.02 0.04 nan None 17.9 nan SN-X3 -1.0 "" -1.0 -1.0 0.45 576 ""
J022735.73-042023.35 36.8989 -4.3398 22.7 21.5 17.2 "$7.8 \pm 0.6$" 0.1 "$3.0 \pm 0.6$" 1.1 0.10 0.15 0.886 VVDS 0.5 nan SN-X3 0.88606 2015ApJS..219...12A -1.0 -1.0 0.88606 577 ""
J022534.83-042401.76 36.3951 -4.4005 21.5 22.2 17.8 "$8.3 \pm 0.6$" 0.1 "$2.1 \pm 0.5$" 0.95 0.15 0.40 0.9208 PanS 0.7 nan SN-X3 0.920065 2016MNRAS.457..110M 0.9212700128555298 -1.0 0.9212700128555298 578 ""
J022315.72-043521.17 35.8155 -4.5892 23.8 12.3 11.9 "$6.8 \pm 0.4$" 0.2 "$2.3 \pm 0.6$" 0.45 0.02 0.04 nan None 18.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.45 579 ""
J022312.65-043414.20 35.8027 -4.5706 22.9 12.7 11.3 "$6.4 \pm 0.8$" 0.2 "$2.2 \pm 0.4$" 0.1 0.01 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.1 580 "Bad redshift, use photo-z"
J022307.24-043419.17 35.7802 -4.572 23.4 15.3 14.2 "$8.1 \pm 0.5$" 0.3 "$2.6 \pm 0.7$" 1.3 0.05 0.10 nan None 0.9 nan SN-X3 1.16752 2020ApJS..249....3A -1.0 -1.0 1.16752 581 ""
J022231.45-043408.93 35.6311 -4.5691 23.6 13.2 12.6 "$6.8 \pm 0.2$" 1.1 "$2.4 \pm 0.6$" 0.25 0.01 0.03 nan None 18.2 nan SN-X3 -1.0 "" -1.0 -1.0 0.25 582 ""
J022144.10-043446.73 35.4337 -4.5796 22.6 18.6 15.6 "$7.7 \pm 0.8$" 0.1 "$2.5 \pm 0.7$" 0.33 0.02 0.02 nan None 1.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.33 583 ""
J022306.06-043323.95 35.7752 -4.5567 21.0 22.2 17.7 "$10.3 \pm 0.1$" 11.9 "$2.4 \pm 0.8$" 1.05 0.40 0.45 1.0834 PanS 1.0 nan SN-X3 1.084009 2016MNRAS.457..110M 1.0860199928283691 -1.0 1.0860199928283691 584 ""
J022242.55-043018.61 35.6773 -4.5052 20.7 15.7 12.5 "$8.9 \pm 0.4$" 0.2 "$2.4 \pm 0.8$" 1.1 0.15 0.55 1.1662 PanS 0.9 nan SN-X3 1.165404 2018A&A...613A..51P 1.1664999723434448 -1.0 1.1664999723434448 585 ""
J022305.26-042800.90 35.7719 -4.4669 22.5 10.6 9.2 "$9.1 \pm 0.3$" 0.6 "$1.4 \pm 0.2$" 0.9 0.25 0.10 0.8194 SDSS 0.7 nan SN-X3 0.818822 2016MNRAS.457..110M -1.0 -1.0 0.818822 586 ""
J022236.11-043307.95 35.6505 -4.5522 21.5 21.7 17.4 "$8.2 \pm 0.4$" 0.7 "$2.2 \pm 0.7$" 1.1 0.15 0.50 1.2146 PanS 0.8 nan SN-X3 1.214138 2016MNRAS.457..110M -1.0 -1.0 1.214138 587 ""
J022213.45-044141.55 35.556 -4.6949 22.5 4.6 10.1 "$7.4 \pm 0.1$" 1.7 "$2.5 \pm 0.7$" 0.45 0.10 0.10 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 0.45 588 ""
J022239.20-044157.84 35.6633 -4.6994 21.1 15.3 11.5 "$8.6 \pm 0.7$" 0.1 "$2.4 \pm 0.7$" 1.2 0.50 0.05 1.1888 PanS 1.3 nan SN-X3 1.189 2018A&A...613A..51P -1.0 -1.0 1.189 589 ""
J022646.41-040935.43 36.6934 -4.1598 23.8 12.0 10.8 "$7.3 \pm 0.6$" 0.0 "$2.4 \pm 0.8$" 0.37 0.03 0.03 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.37 590 ""
J022607.56-041021.95 36.5315 -4.1728 22.6 13.9 16.4 "$7.6 \pm 0.6$" 0.4 "$3.1 \pm 0.7$" 0.29 0.04 0.01 nan None 18.1 nan SN-X3 -1.0 "" -1.0 -1.0 0.29 591 ""
J022616.52-041504.15 36.5688 -4.2512 23.8 6.1 9.0 "$7.6 \pm 0.5$" 0.2 "$2.3 \pm 0.8$" 0.68 0.01 0.04 nan None 18.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.68 592 ""
J022222.65-044045.14 35.5944 -4.6792 22.5 18.3 16.1 "$10.8 \pm 0.1$" 2.9 "$2.2 \pm 0.6$" 1.35 0.10 0.05 1.1952 SDSS 0.9 nan SN-X3 1.195348 2018A&A...613A..51P -1.0 -1.0 1.195348 593 ""
J022555.38-040653.86 36.4808 -4.115 23.0 10.2 7.3 "$7.6 \pm 0.5$" 0.5 "$2.0 \pm 0.5$" 1.2 0.05 0.05 nan None 1.1 nan SN-X3 -1.0 "" -1.0 -1.0 1.2 594 ""
J022626.17-041355.45 36.609 -4.2321 22.9 19.0 16.5 "$9.0 \pm 0.7$" 0.0 "$2.2 \pm 0.5$" 1.01 0.03 0.02 nan None 18.5 nan SN-X3 -1.0 "" -1.0 -1.0 1.01 595 ""
J022644.25-040720.29 36.6844 -4.1223 19.7 23.1 18.4 "$8.2 \pm 0.5$" 0.0 "$3.1 \pm 0.6$" 1.4 0.30 0.45 1.4786 SDSS 1.1 nan SN-X3 1.478312 2016MNRAS.457..110M 1.4804500341415405 -1.0 1.4804500341415405 596 ""
J022554.03-040829.11 36.4751 -4.1414 23.2 9.9 8.6 "$7.7 \pm 0.5$" 0.3 "$2.2 \pm 0.5$" 0.32 0.01 0.01 nan None 0.9 nan SN-X3 1.4712 2013A&A...559A..14L 1.4732600450515747 -1.0 1.4732600450515747 597 ""
J022627.70-040904.57 36.6154 -4.1513 23.0 16.1 13.9 "$7.7 \pm 0.5$" 0.1 "$3.2 \pm 0.8$" 0.25 0.02 0.02 nan None nan nan SN-X3 1.96023 2020ApJS..249....3A -1.0 -1.0 1.96023 598 ""
J022645.53-040855.96 36.6897 -4.1489 23.4 17.7 13.6 "$9.5 \pm 0.7$" 0.1 "$3.2 \pm 0.5$" 1.23 0.01 0.01 nan None 18.1 nan SN-X3 -1.0 "" -1.0 -1.0 1.23 599 ""
J022617.81-043908.92 36.5742 -4.6525 22.5 19.0 16.7 "$9.0 \pm 0.5$" 0.1 "$2.3 \pm 0.7$" 1.16 0.01 0.01 0.8743 SDSS -0.0 nan SN-X3 0.87429 2020ApJS..249....3A -1.0 -1.0 0.87429 600 ""
J022524.36-043935.81 36.3515 -4.6599 23.4 14.8 13.9 "$7.2 \pm 0.5$" 0.1 "$3.3 \pm 0.6$" 0.24 0.02 0.02 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.24 601 ""
J022555.44-043918.34 36.481 -4.6551 21.0 21.2 16.3 "$10.4 \pm 0.1$" 37.3 "$2.1 \pm 0.4$" 1.0 0.10 0.40 nan None 0.9 nan SN-X3 -1.0 "" -1.0 -1.0 1.0 602 ""
J022528.07-043642.00 36.367 -4.6117 23.2 17.9 15.2 "$6.9 \pm 0.5$" 0.1 "$2.6 \pm 0.7$" 0.23 0.03 0.01 nan None nan -inf SN-X3 -1.0 "" -1.0 -1.0 0.23 603 ""
J022513.70-043650.48 36.3071 -4.614 23.3 18.3 14.7 "$8.3 \pm 0.5$" 0.1 "$2.5 \pm 0.8$" 1.25 0.05 0.10 2.8794 SDSS 18.3 -14.16 SN-X3 2.879118 2016MNRAS.457..110M -1.0 -1.0 2.879118 604 ""
J022236.99-044459.97 35.6541 -4.75 22.2 19.6 15.6 "$6.5 \pm 0.1$" 1.7 "$2.8 \pm 0.8$" 0.08 0.02 0.02 nan None nan nan SN-X3 3.3692 2014A&A...562A..23G -1.0 -1.0 3.3692 605 ""
J022218.46-044438.80 35.5769 -4.7441 23.6 5.4 9.8 "$8.5 \pm 0.5$" 0.2 "$1.9 \pm 0.5$" 1.08 0.03 0.02 nan None 17.7 nan SN-X3 -1.0 "" -1.0 -1.0 1.08 606 ""
J022640.07-043433.68 36.667 -4.576 23.0 11.3 11.4 "$7.7 \pm 0.7$" 0.4 "$1.8 \pm 0.3$" 0.35 0.02 0.02 nan None 18.3 nan SN-X3 1.54026 2020ApJS..249....3A -1.0 -1.0 1.54026 607 ""
J022647.89-043135.60 36.6996 -4.5266 22.7 20.7 16.9 "$8.8 \pm 0.4$" 0.2 "$2.8 \pm 0.7$" 1.0 0.05 0.10 nan None 0.6 nan SN-X3 1.222235 2016MNRAS.457..110M -1.0 -1.0 1.222235 608 ""
J022652.33-043141.26 36.718 -4.5281 23.3 14.6 13.9 "$9.3 \pm 0.4$" 0.6 "$2.7 \pm 0.7$" 1.03 0.01 0.03 nan None 1.1 nan SN-X3 0.96148 2020ApJS..249....3A 0.962689995765686 -1.0 0.962689995765686 609 ""
J022731.14-042823.11 36.8798 -4.4731 23.5 9.5 9.5 "$7.3 \pm 0.8$" 0.2 "$2.2 \pm 0.5$" 0.24 0.03 0.01 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.24 610 ""
J022255.52-044410.52 35.7313 -4.7363 20.6 23.2 18.6 "$7.6 \pm 0.1$" 1.9 "$3.6 \pm 0.5$" 0.07 0.05 0.03 2.8777 SDSS 0.4 nan SN-X3 2.876308 2016MNRAS.457..110M 2.8799800872802734 -1.0 2.8799800872802734 611 ""
J022527.52-044234.18 36.3647 -4.7095 21.1 22.8 18.0 "$7.5 \pm 0.4$" 0.2 "$2.3 \pm 0.7$" 0.8 0.30 0.15 0.8206 PanS 0.7 nan SN-X3 0.820688 2016MNRAS.457..110M -1.0 -1.0 0.820688 612 ""
J022317.44-044032.87 35.8227 -4.6758 18.9 23.2 18.6 "$10.4 \pm 0.2$" 1.7 "$2.9 \pm 0.7$" 0.85 0.30 0.25 0.8431 SDSS 1.2 nan SN-X3 0.843181 2016MNRAS.457..110M -1.0 -1.0 0.843181 613 ""
J022249.08-043942.43 35.7045 -4.6618 22.7 16.4 15.1 "$7.1 \pm 0.3$" 0.4 "$2.5 \pm 0.8$" 0.44 0.01 0.01 nan None 18.3 nan SN-X3 -1.0 "" -1.0 -1.0 0.44 614 ""
J022322.58-043932.42 35.8441 -4.659 23.7 7.4 11.1 "$9.2 \pm 0.4$" 0.2 "$1.7 \pm 0.3$" 1.34 0.01 0.02 nan None 1.0 nan SN-X3 -1.0 "" -1.0 -1.0 1.34 615 ""
J022608.40-043143.33 36.535 -4.5287 23.1 11.1 10.9 "$7.9 \pm 0.6$" 0.0 "$1.8 \pm 0.3$" 0.93 0.02 0.01 nan None 22.5 nan SN-X3 0.791553 2016MNRAS.457..110M -1.0 -1.0 0.791553 616 ""
J022617.86-043109.16 36.5744 -4.5192 19.4 23.2 18.4 "$9.9 \pm 0.1$" 10.5 "$2.5 \pm 0.7$" 0.7 0.15 0.30 0.7078 2dF 1.1 nan SN-X3 0.707356 2016MNRAS.457..110M 0.7077699899673462 -1.0 0.7077699899673462 617 ""
J022557.38-042846.37 36.4891 -4.4795 23.1 19.0 15.3 "$8.3 \pm 0.5$" 0.1 "$2.2 \pm 0.6$" 1.07 0.02 0.07 nan None 0.4 nan SN-X3 -1.0 "" -1.0 -1.0 1.07 618 ""
J022415.31-042955.86 36.0638 -4.4989 22.6 8.5 12.5 "$6.8 \pm 0.4$" 0.1 "$2.7 \pm 0.8$" 0.34 0.03 0.01 2.2359 PanS 1.0 nan SN-X3 -1.0 "" -1.0 -1.0 2.2359 619 ""
J022430.91-042957.60 36.1288 -4.4993 21.4 22.3 17.2 "$6.6 \pm 0.2$" 1.4 "$2.3 \pm 0.5$" 0.12 0.02 0.02 1.3523 SDSS 0.8 -13.63 SN-X3 1.352047 2016MNRAS.457..110M -1.0 -1.0 1.352047 620 ""
J022415.33-042940.59 36.0639 -4.4946 23.3 12.3 11.7 "$8.0 \pm 0.4$" 0.3 "$1.9 \pm 0.5$" 1.28 0.01 0.03 nan None 17.4 nan SN-X3 -1.0 "" -1.0 -1.0 1.28 621 ""
J022449.87-043025.97 36.2078 -4.5072 20.7 23.0 18.1 "$8.8 \pm 0.5$" 0.1 "$2.8 \pm 0.8$" 1.05 0.25 0.40 1.0217 PanS 1.0 -13.65 SN-X3 1.02352 2015ApJS..219...12A 1.0234400033950806 -1.0 1.0234400033950806 622 ""
J022400.59-044217.84 36.0024 -4.705 23.2 8.2 10.7 "$8.8 \pm 0.2$" 0.9 "$2.0 \pm 0.5$" 0.93 0.02 0.02 nan None 1.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.93 623 ""
J022501.86-044125.06 36.2578 -4.6903 21.4 19.3 16.9 "$6.2 \pm 0.6$" 0.3 "$3.1 \pm 0.7$" 0.14 0.02 0.01 nan None 18.0 nan SN-X3 -1.0 "" -1.0 -1.0 0.14 624 ""
J022500.60-042929.46 36.2525 -4.4915 23.7 12.6 13.2 "$8.6 \pm 0.6$" 0.1 "$3.0 \pm 0.7$" 1.17 0.01 0.02 nan None 0.4 -14.12 SN-X3 -1.0 "" -1.0 -1.0 1.17 625 ""
J022428.53-042903.02 36.1189 -4.4842 23.4 5.2 10.3 "$9.9 \pm 0.4$" 0.1 "$2.0 \pm 0.5$" 0.73 0.01 0.03 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.73 626 ""
J022428.76-043713.05 36.1198 -4.6203 23.2 6.3 11.7 "$9.4 \pm 0.3$" 0.3 "$2.5 \pm 0.9$" 0.37 0.02 0.01 0.383 SNLS 18.1 nan SN-X3 -1.0 "" -1.0 -1.0 0.383 627 ""
J022440.72-043657.86 36.1697 -4.6161 19.8 23.3 18.3 "$8.5 \pm 0.3$" 0.4 "$2.3 \pm 0.6$" 0.8 0.05 0.20 0.9067 PanS 1.1 nan SN-X3 0.906649 2016MNRAS.457..110M 0.907010018825531 -1.0 0.907010018825531 628 ""
J022412.27-043714.52 36.0511 -4.6207 22.6 18.8 15.8 "$9.3 \pm 0.4$" 0.2 "$2.3 \pm 0.6$" 1.0 0.15 0.10 nan None 17.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.9051742 629 "Bad SIMBAD redshift, using SDSS redshift"
J022426.17-044524.83 36.109 -4.7569 22.9 8.1 10.6 "$7.3 \pm 0.1$" 1.2 "$1.9 \pm 0.5$" 0.89 0.03 0.02 0.9051 VIPE 16.9 nan SN-X3 0.9083 2014A&A...562A..23G -1.0 -1.0 0.9083 630 ""
J022414.94-044353.87 36.0623 -4.7316 22.3 22.1 17.9 "$6.0 \pm 0.3$" 0.7 "$3.2 \pm 0.7$" 0.12 0.03 0.02 1.6843 PanS 22.5 nan SN-X3 1.69622 2016MNRAS.457..110M -1.0 -1.0 1.69622 631 ""
J022458.48-043726.12 36.2437 -4.6239 22.8 15.3 15.4 "$9.3 \pm 0.4$" 0.2 "$2.4 \pm 0.7$" 0.9 0.02 0.01 nan None 0.6 nan SN-X3 -1.0 "" -1.0 -1.0 0.9 632 ""
J022351.39-041841.37 35.9641 -4.3115 23.6 7.5 10.8 "$8.0 \pm 0.3$" 0.2 "$2.7 \pm 0.8$" 0.34 0.03 0.03 nan None 18.1 nan SN-X3 -1.0 "" -1.0 -1.0 0.34 633 ""
J022409.80-043404.96 36.0408 -4.568 21.5 22.3 17.3 "$7.7 \pm 0.1$" 1.3 "$2.6 \pm 0.9$" 1.3 0.35 0.10 1.0814 PanS 1.3 nan SN-X3 1.09968 2015ApJS..219...12A -1.0 -1.0 1.09968 634 ""
J022325.63-042254.18 35.8568 -4.3817 22.5 20.2 16.5 "$8.9 \pm 0.5$" 0.4 "$2.2 \pm 0.5$" 1.25 0.15 0.10 1.1472 SDSS 0.6 nan SN-X3 1.148552 2016MNRAS.457..110M -1.0 -1.0 1.148552 635 ""
J022340.78-042255.61 35.9199 -4.3821 20.1 23.4 18.6 "$9.2 \pm 0.4$" 0.6 "$2.9 \pm 0.7$" 1.05 0.25 0.25 0.9572 PanS 1.3 nan SN-X3 0.957026 2016MNRAS.457..110M -1.0 -1.0 0.957026 636 ""
J022410.76-042328.81 36.0448 -4.3913 23.2 15.5 13.7 "$8.0 \pm 0.3$" 0.4 "$2.5 \pm 0.9$" 1.23 0.02 0.04 2.04 SNLS nan nan SN-X3 2.04564 2020ApJS..249....3A -1.0 -1.0 2.04564 637 ""
J022345.72-041703.33 35.9405 -4.2843 23.3 14.9 13.6 "$7.5 \pm 0.6$" 0.0 "$2.4 \pm 0.8$" 0.81 0.02 0.02 nan None 17.5 nan SN-X3 -1.0 "" -1.0 -1.0 0.81 638 ""
J022431.25-041730.57 36.1302 -4.2918 23.2 10.8 10.2 "$9.7 \pm 0.2$" 6.4 "$2.7 \pm 0.8$" 0.85 0.45 0.10 nan None 17.8 nan SN-X3 -1.0 "" -1.0 -1.0 0.85 639 ""
J022415.24-041710.84 36.0635 -4.2863 23.1 14.7 11.4 "$7.8 \pm 0.2$" 0.7 "$1.8 \pm 0.3$" 1.12 0.01 0.02 nan None 1.4 -14.03 SN-X3 2.073898 2016MNRAS.457..110M -1.0 -1.0 2.073898 640 ""
J022358.11-043220.48 35.9921 -4.539 22.8 16.4 14.7 "$7.6 \pm 0.5$" 0.6 "$2.8 \pm 0.8$" 0.18 0.01 0.02 nan None nan nan SN-X3 -1.0 "" -1.0 -1.0 0.18 641 ""
J022253.10-050443.90 35.7213 -5.0789 23.4 13.7 13.3 "$8.2 \pm 0.3$" 0.3 "$1.7 \pm 0.3$" 1.02 0.03 0.01 nan None 0.4 nan SN-X3 1.1146 2018A&A...609A..84S -1.0 -1.0 1.1146 642 ""
